iteration,idxS,idxE,S,E,P,overlap,overlap_score,overlap_density,real_overlap
447,6,62,100001,110000,010001,1-000-,4,0.6666666666666666,True
448,6,63,100001,100000,000001,10000-,5,0.8333333333333334,True
449,7,0,000011,000000,000011,0000--,4,0.6666666666666666,False
450,7,1,000011,000001,000010,0000-1,5,0.8333333333333334,True
451,7,2,000011,000010,000001,00001-,5,0.8333333333333334,False
452,7,3,000011,000100,000111,000---,3,0.5,False
453,7,4,000011,001000,001011,00-0--,3,0.5,False
454,7,5,000011,010000,010011,0-00--,3,0.5,False
455,7,6,000011,100001,100010,-000-1,4,0.6666666666666666,True
456,7,7,000011,000011,000000,000011,6,1.0,True
457,7,8,000011,000110,000101,000-1-,4,0.6666666666666666,False
458,7,9,000011,001100,001111,00----,2,0.3333333333333333,False
459,7,10,000011,011000,011011,0--0--,2,0.3333333333333333,False
460,7,11,000011,110001,110010,--00-1,3,0.5,True
461,7,12,000011,100010,100001,-0001-,4,0.6666666666666666,False
462,7,13,000011,000101,000110,000--1,4,0.6666666666666666,True
463,7,14,000011,001010,001001,00-01-,4,0.6666666666666666,False
464,7,15,000011,010100,010111,0-0---,2,0.3333333333333333,False
465,7,16,000011,101000,101011,-0-0--,2,0.3333333333333333,False
466,7,17,000011,010001,010010,0-00-1,4,0.6666666666666666,True
467,7,18,000011,100011,100000,-00011,5,0.8333333333333334,True
468,7,19,000011,000111,000100,000-11,5,0.8333333333333334,True
469,7,20,000011,001110,001101,00--1-,3,0.5,False
470,7,21,000011,011100,011111,0-----,1,0.16666666666666666,False
471,7,22,000011,111001,111010,---0-1,2,0.3333333333333333,True
472,7,23,000011,110010,110001,--001-,3,0.5,False
473,7,24,000011,100100,100111,-00---,2,0.3333333333333333,False
474,7,25,000011,001001,001010,00-0-1,4,0.6666666666666666,True
475,7,26,000011,010010,010001,0-001-,4,0.6666666666666666,False
476,7,27,000011,100101,100110,-00--1,3,0.5,True
477,7,28,000011,001011,001000,00-011,5,0.8333333333333334,True
478,7,29,000011,010110,010101,0-0-1-,3,0.5,False
479,7,30,000011,101100,101111,-0----,1,0.16666666666666666,False
480,7,31,000011,011001,011010,0--0-1,3,0.5,True
481,7,32,000011,110011,110000,--0011,4,0.6666666666666666,True
482,7,33,000011,100110,100101,-00-1-,3,0.5,False
483,7,34,000011,001101,001110,00---1,3,0.5,True
484,7,35,000011,011010,011001,0--01-,3,0.5,False
485,7,36,000011,110100,110111,--0---,1,0.16666666666666666,False
486,7,37,000011,101001,101010,-0-0-1,3,0.5,True
487,7,38,000011,010011,010000,0-0011,5,0.8333333333333334,True
488,7,39,000011,100111,100100,-00-11,4,0.6666666666666666,True
489,7,40,000011,001111,001100,00--11,4,0.6666666666666666,True
490,7,41,000011,011110,011101,0---1-,2,0.3333333333333333,False
491,7,42,000011,111101,111110,-----1,1,0.16666666666666666,True
492,7,43,000011,111010,111001,---01-,2,0.3333333333333333,False
493,7,44,000011,110101,110110,--0--1,2,0.3333333333333333,True
494,7,45,000011,101010,101001,-0-01-,3,0.5,False
495,7,46,000011,010101,010110,0-0--1,3,0.5,True
496,7,47,000011,101011,101000,-0-011,4,0.6666666666666666,True
497,7,48,000011,010111,010100,0-0-11,4,0.6666666666666666,True
498,7,49,000011,101110,101101,-0--1-,2,0.3333333333333333,False
499,7,50,000011,011101,011110,0----1,2,0.3333333333333333,True
500,7,51,000011,111011,111000,---011,3,0.5,True
501,7,52,000011,110110,110101,--0-1-,2,0.3333333333333333,False
502,7,53,000011,101101,101110,-0---1,2,0.3333333333333333,True
503,7,54,000011,011011,011000,0--011,4,0.6666666666666666,True
504,7,55,000011,110111,110100,--0-11,3,0.5,True
505,7,56,000011,101111,101100,-0--11,3,0.5,True
506,7,57,000011,011111,011100,0---11,3,0.5,True
507,7,58,000011,111111,111100,----11,2,0.3333333333333333,True
508,7,59,000011,111110,111101,----1-,1,0.16666666666666666,False
509,7,60,000011,111100,111111,------,0,0.0,False
510,7,61,000011,111000,111011,---0--,1,0.16666666666666666,False
511,7,62,000011,110000,110011,--00--,2,0.3333333333333333,False
512,7,63,000011,100000,100011,-000--,3,0.5,False
513,8,0,000110,000000,000110,000--0,4,0.6666666666666666,False
514,8,1,000110,000001,000111,000---,3,0.5,False
515,8,2,000110,000010,000100,000-10,5,0.8333333333333334,False
516,8,3,000110,000100,000010,0001-0,5,0.8333333333333334,False
517,8,4,000110,001000,001110,00---0,3,0.5,False
518,8,5,000110,010000,010110,0-0--0,3,0.5,False
519,8,6,000110,100001,100111,-00---,2,0.3333333333333333,False
520,8,7,000110,000011,000101,000-1-,4,0.6666666666666666,False
521,8,8,000110,000110,000000,000110,6,1.0,False
522,8,9,000110,001100,001010,00-1-0,4,0.6666666666666666,False
523,8,10,000110,011000,011110,0----0,2,0.3333333333333333,False
524,8,11,000110,110001,110111,--0---,1,0.16666666666666666,False
525,8,12,000110,100010,100100,-00-10,4,0.6666666666666666,False
526,8,13,000110,000101,000011,0001--,4,0.6666666666666666,False
527,8,14,000110,001010,001100,00--10,4,0.6666666666666666,False
528,8,15,000110,010100,010010,0-01-0,4,0.6666666666666666,False
529,8,16,000110,101000,101110,-0---0,2,0.3333333333333333,False
530,8,17,000110,010001,010111,0-0---,2,0.3333333333333333,False
531,8,18,000110,100011,100101,-00-1-,3,0.5,False
532,8,19,000110,000111,000001,00011-,5,0.8333333333333334,False
533,8,20,000110,001110,001000,00-110,5,0.8333333333333334,False
534,8,21,000110,011100,011010,0--1-0,3,0.5,False
535,8,22,000110,111001,111111,------,0,0.0,False
536,8,23,000110,110010,110100,--0-10,3,0.5,False
537,8,24,000110,100100,100010,-001-0,4,0.6666666666666666,False
538,8,25,000110,001001,001111,00----,2,0.3333333333333333,False
539,8,26,000110,010010,010100,0-0-10,4,0.6666666666666666,False
540,8,27,000110,100101,100011,-001--,3,0.5,False
541,8,28,000110,001011,001101,00--1-,3,0.5,False
542,8,29,000110,010110,010000,0-0110,5,0.8333333333333334,False
543,8,30,000110,101100,101010,-0-1-0,3,0.5,False
544,8,31,000110,011001,011111,0-----,1,0.16666666666666666,False
545,8,32,000110,110011,110101,--0-1-,2,0.3333333333333333,False
546,8,33,000110,100110,100000,-00110,5,0.8333333333333334,False
547,8,34,000110,001101,001011,00-1--,3,0.5,False
548,8,35,000110,011010,011100,0---10,3,0.5,False
549,8,36,000110,110100,110010,--01-0,3,0.5,False
550,8,37,000110,101001,101111,-0----,1,0.16666666666666666,False
551,8,38,000110,010011,010101,0-0-1-,3,0.5,False
552,8,39,000110,100111,100001,-0011-,4,0.6666666666666666,False
553,8,40,000110,001111,001001,00-11-,4,0.6666666666666666,False
554,8,41,000110,011110,011000,0--110,4,0.6666666666666666,False
555,8,42,000110,111101,111011,---1--,1,0.16666666666666666,False
556,8,43,000110,111010,111100,----10,2,0.3333333333333333,False
557,8,44,000110,110101,110011,--01--,2,0.3333333333333333,False
558,8,45,000110,101010,101100,-0--10,3,0.5,False
559,8,46,000110,010101,010011,0-01--,3,0.5,False
560,8,47,000110,101011,101101,-0--1-,2,0.3333333333333333,False
561,8,48,000110,010111,010001,0-011-,4,0.6666666666666666,False
562,8,49,000110,101110,101000,-0-110,4,0.6666666666666666,False
563,8,50,000110,011101,011011,0--1--,2,0.3333333333333333,False
564,8,51,000110,111011,111101,----1-,1,0.16666666666666666,False
565,8,52,000110,110110,110000,--0110,4,0.6666666666666666,False
566,8,53,000110,101101,101011,-0-1--,2,0.3333333333333333,False
567,8,54,000110,011011,011101,0---1-,2,0.3333333333333333,False
568,8,55,000110,110111,110001,--011-,3,0.5,False
569,8,56,000110,101111,101001,-0-11-,3,0.5,False
570,8,57,000110,011111,011001,0--11-,3,0.5,False
571,8,58,000110,111111,111001,---11-,2,0.3333333333333333,False
572,8,59,000110,111110,111000,---110,3,0.5,False
573,8,60,000110,111100,111010,---1-0,2,0.3333333333333333,False
574,8,61,000110,111000,111110,-----0,1,0.16666666666666666,False
575,8,62,000110,110000,110110,--0--0,2,0.3333333333333333,False
576,8,63,000110,100000,100110,-00--0,3,0.5,False
577,9,0,001100,000000,001100,00--00,4,0.6666666666666666,False
578,9,1,001100,000001,001101,00--0-,3,0.5,False
579,9,2,001100,000010,001110,00---0,3,0.5,False
580,9,3,001100,000100,001000,00-100,5,0.8333333333333334,False
581,9,4,001100,001000,000100,001-00,5,0.8333333333333334,False
582,9,5,001100,010000,011100,0---00,3,0.5,False
583,9,6,001100,100001,101101,-0--0-,2,0.3333333333333333,False
584,9,7,001100,000011,001111,00----,2,0.3333333333333333,False
585,9,8,001100,000110,001010,00-1-0,4,0.6666666666666666,False
586,9,9,001100,001100,000000,001100,6,1.0,False
587,9,10,001100,011000,010100,0-1-00,4,0.6666666666666666,False
588,9,11,001100,110001,111101,----0-,1,0.16666666666666666,False
589,9,12,001100,100010,101110,-0---0,2,0.3333333333333333,False
590,9,13,001100,000101,001001,00-10-,4,0.6666666666666666,False
591,9,14,001100,001010,000110,001--0,4,0.6666666666666666,False
592,9,15,001100,010100,011000,0--100,4,0.6666666666666666,False
593,9,16,001100,101000,100100,-01-00,4,0.6666666666666666,False
594,9,17,001100,010001,011101,0---0-,2,0.3333333333333333,False
595,9,18,001100,100011,101111,-0----,1,0.16666666666666666,False
596,9,19,001100,000111,001011,00-1--,3,0.5,False
597,9,20,001100,001110,000010,0011-0,5,0.8333333333333334,False
598,9,21,001100,011100,010000,0-1100,5,0.8333333333333334,False
599,9,22,001100,111001,110101,--1-0-,2,0.3333333333333333,False
600,9,23,001100,110010,111110,-----0,1,0.16666666666666666,False
601,9,24,001100,100100,101000,-0-100,4,0.6666666666666666,False
602,9,25,001100,001001,000101,001-0-,4,0.6666666666666666,False
603,9,26,001100,010010,011110,0----0,2,0.3333333333333333,False
604,9,27,001100,100101,101001,-0-10-,3,0.5,False
605,9,28,001100,001011,000111,001---,3,0.5,False
606,9,29,001100,010110,011010,0--1-0,3,0.5,False
607,9,30,001100,101100,100000,-01100,5,0.8333333333333334,False
608,9,31,001100,011001,010101,0-1-0-,3,0.5,False
609,9,32,001100,110011,111111,------,0,0.0,False
610,9,33,001100,100110,101010,-0-1-0,3,0.5,False
611,9,34,001100,001101,000001,00110-,5,0.8333333333333334,False
612,9,35,001100,011010,010110,0-1--0,3,0.5,False
613,9,36,001100,110100,111000,---100,3,0.5,False
614,9,37,001100,101001,100101,-01-0-,3,0.5,False
615,9,38,001100,010011,011111,0-----,1,0.16666666666666666,False
616,9,39,001100,100111,101011,-0-1--,2,0.3333333333333333,False
617,9,40,001100,001111,000011,0011--,4,0.6666666666666666,False
618,9,41,001100,011110,010010,0-11-0,4,0.6666666666666666,False
619,9,42,001100,111101,110001,--110-,3,0.5,False
620,9,43,001100,111010,110110,--1--0,2,0.3333333333333333,False
621,9,44,001100,110101,111001,---10-,2,0.3333333333333333,False
622,9,45,001100,101010,100110,-01--0,3,0.5,False
623,9,46,001100,010101,011001,0--10-,3,0.5,False
624,9,47,001100,101011,100111,-01---,2,0.3333333333333333,False
625,9,48,001100,010111,011011,0--1--,2,0.3333333333333333,False
626,9,49,001100,101110,100010,-011-0,4,0.6666666666666666,False
627,9,50,001100,011101,010001,0-110-,4,0.6666666666666666,False
628,9,51,001100,111011,110111,--1---,1,0.16666666666666666,False
629,9,52,001100,110110,111010,---1-0,2,0.3333333333333333,False
630,9,53,001100,101101,100001,-0110-,4,0.6666666666666666,False
631,9,54,001100,011011,010111,0-1---,2,0.3333333333333333,False
632,9,55,001100,110111,111011,---1--,1,0.16666666666666666,False
633,9,56,001100,101111,100011,-011--,3,0.5,False
634,9,57,001100,011111,010011,0-11--,3,0.5,False
635,9,58,001100,111111,110011,--11--,2,0.3333333333333333,False
636,9,59,001100,111110,110010,--11-0,3,0.5,False
637,9,60,001100,111100,110000,--1100,4,0.6666666666666666,False
638,9,61,001100,111000,110100,--1-00,3,0.5,False
639,9,62,001100,110000,111100,----00,2,0.3333333333333333,False
640,9,63,001100,100000,101100,-0--00,3,0.5,False
641,10,0,011000,000000,011000,0--000,4,0.6666666666666666,False
642,10,1,011000,000001,011001,0--00-,3,0.5,False
643,10,2,011000,000010,011010,0--0-0,3,0.5,False
644,10,3,011000,000100,011100,0---00,3,0.5,False
645,10,4,011000,001000,010000,0-1000,5,0.8333333333333334,False
646,10,5,011000,010000,001000,01-000,5,0.8333333333333334,False
647,10,6,011000,100001,111001,---00-,2,0.3333333333333333,False
648,10,7,011000,000011,011011,0--0--,2,0.3333333333333333,False
649,10,8,011000,000110,011110,0----0,2,0.3333333333333333,False
650,10,9,011000,001100,010100,0-1-00,4,0.6666666666666666,False
651,10,10,011000,011000,000000,011000,6,1.0,False
652,10,11,011000,110001,101001,-1-00-,3,0.5,False
653,10,12,011000,100010,111010,---0-0,2,0.3333333333333333,False
654,10,13,011000,000101,011101,0---0-,2,0.3333333333333333,False
655,10,14,011000,001010,010010,0-10-0,4,0.6666666666666666,False
656,10,15,011000,010100,001100,01--00,4,0.6666666666666666,False
657,10,16,011000,101000,110000,--1000,4,0.6666666666666666,False
658,10,17,011000,010001,001001,01-00-,4,0.6666666666666666,False
659,10,18,011000,100011,111011,---0--,1,0.16666666666666666,False
660,10,19,011000,000111,011111,0-----,1,0.16666666666666666,False
661,10,20,011000,001110,010110,0-1--0,3,0.5,False
662,10,21,011000,011100,000100,011-00,5,0.8333333333333334,False
663,10,22,011000,111001,100001,-1100-,4,0.6666666666666666,False
664,10,23,011000,110010,101010,-1-0-0,3,0.5,False
665,10,24,011000,100100,111100,----00,2,0.3333333333333333,False
666,10,25,011000,001001,010001,0-100-,4,0.6666666666666666,False
667,10,26,011000,010010,001010,01-0-0,4,0.6666666666666666,False
668,10,27,011000,100101,111101,----0-,1,0.16666666666666666,False
669,10,28,011000,001011,010011,0-10--,3,0.5,False
670,10,29,011000,010110,001110,01---0,3,0.5,False
671,10,30,011000,101100,110100,--1-00,3,0.5,False
672,10,31,011000,011001,000001,01100-,5,0.8333333333333334,False
673,10,32,011000,110011,101011,-1-0--,2,0.3333333333333333,False
674,10,33,011000,100110,111110,-----0,1,0.16666666666666666,False
675,10,34,011000,001101,010101,0-1-0-,3,0.5,False
676,10,35,011000,011010,000010,0110-0,5,0.8333333333333334,False
677,10,36,011000,110100,101100,-1--00,3,0.5,False
678,10,37,011000,101001,110001,--100-,3,0.5,False
679,10,38,011000,010011,001011,01-0--,3,0.5,False
680,10,39,011000,100111,111111,------,0,0.0,False
681,10,40,011000,001111,010111,0-1---,2,0.3333333333333333,False
682,10,41,011000,011110,000110,011--0,4,0.6666666666666666,False
683,10,42,011000,111101,100101,-11-0-,3,0.5,False
684,10,43,011000,111010,100010,-110-0,4,0.6666666666666666,False
685,10,44,011000,110101,101101,-1--0-,2,0.3333333333333333,False
686,10,45,011000,101010,110010,--10-0,3,0.5,False
687,10,46,011000,010101,001101,01--0-,3,0.5,False
688,10,47,011000,101011,110011,--10--,2,0.3333333333333333,False
689,10,48,011000,010111,001111,01----,2,0.3333333333333333,False
690,10,49,011000,101110,110110,--1--0,2,0.3333333333333333,False
691,10,50,011000,011101,000101,011-0-,4,0.6666666666666666,False
692,10,51,011000,111011,100011,-110--,3,0.5,False
693,10,52,011000,110110,101110,-1---0,2,0.3333333333333333,False
694,10,53,011000,101101,110101,--1-0-,2,0.3333333333333333,False
695,10,54,011000,011011,000011,0110--,4,0.6666666666666666,False
696,10,55,011000,110111,101111,-1----,1,0.16666666666666666,False
697,10,56,011000,101111,110111,--1---,1,0.16666666666666666,False
698,10,57,011000,011111,000111,011---,3,0.5,False
699,10,58,011000,111111,100111,-11---,2,0.3333333333333333,False
700,10,59,011000,111110,100110,-11--0,3,0.5,False
701,10,60,011000,111100,100100,-11-00,4,0.6666666666666666,False
702,10,61,011000,111000,100000,-11000,5,0.8333333333333334,False
703,10,62,011000,110000,101000,-1-000,4,0.6666666666666666,False
704,10,63,011000,100000,111000,---000,3,0.5,False
705,11,0,110001,000000,110001,--000-,3,0.5,False
706,11,1,110001,000001,110000,--0001,4,0.6666666666666666,True
707,11,2,110001,000010,110011,--00--,2,0.3333333333333333,False
708,11,3,110001,000100,110101,--0-0-,2,0.3333333333333333,False
709,11,4,110001,001000,111001,---00-,2,0.3333333333333333,False
710,11,5,110001,010000,100001,-1000-,4,0.6666666666666666,False
711,11,6,110001,100001,010000,1-0001,5,0.8333333333333334,True
712,11,7,110001,000011,110010,--00-1,3,0.5,True
713,11,8,110001,000110,110111,--0---,1,0.16666666666666666,False
714,11,9,110001,001100,111101,----0-,1,0.16666666666666666,False
715,11,10,110001,011000,101001,-1-00-,3,0.5,False
716,11,11,110001,110001,000000,110001,6,1.0,True
717,11,12,110001,100010,010011,1-00--,3,0.5,True
718,11,13,110001,000101,110100,--0-01,3,0.5,True
719,11,14,110001,001010,111011,---0--,1,0.16666666666666666,False
720,11,15,110001,010100,100101,-10-0-,3,0.5,False
721,11,16,110001,101000,011001,1--00-,3,0.5,True
722,11,17,110001,010001,100000,-10001,5,0.8333333333333334,True
723,11,18,110001,100011,010010,1-00-1,4,0.6666666666666666,True
724,11,19,110001,000111,110110,--0--1,2,0.3333333333333333,True
725,11,20,110001,001110,111111,------,0,0.0,False
726,11,21,110001,011100,101101,-1--0-,2,0.3333333333333333,False
727,11,22,110001,111001,001000,11-001,5,0.8333333333333334,True
728,11,23,110001,110010,000011,1100--,4,0.6666666666666666,True
729,11,24,110001,100100,010101,1-0-0-,3,0.5,True
730,11,25,110001,001001,111000,---001,3,0.5,True
731,11,26,110001,010010,100011,-100--,3,0.5,False
732,11,27,110001,100101,010100,1-0-01,4,0.6666666666666666,True
733,11,28,110001,001011,111010,---0-1,2,0.3333333333333333,True
734,11,29,110001,010110,100111,-10---,2,0.3333333333333333,False
735,11,30,110001,101100,011101,1---0-,2,0.3333333333333333,True
736,11,31,110001,011001,101000,-1-001,4,0.6666666666666666,True
737,11,32,110001,110011,000010,1100-1,5,0.8333333333333334,True
738,11,33,110001,100110,010111,1-0---,2,0.3333333333333333,True
739,11,34,110001,001101,111100,----01,2,0.3333333333333333,True
740,11,35,110001,011010,101011,-1-0--,2,0.3333333333333333,False
741,11,36,110001,110100,000101,110-0-,4,0.6666666666666666,True
742,11,37,110001,101001,011000,1--001,4,0.6666666666666666,True
743,11,38,110001,010011,100010,-100-1,4,0.6666666666666666,True
744,11,39,110001,100111,010110,1-0--1,3,0.5,True
745,11,40,110001,001111,111110,-----1,1,0.16666666666666666,True
746,11,41,110001,011110,101111,-1----,1,0.16666666666666666,False
747,11,42,110001,111101,001100,11--01,4,0.6666666666666666,True
748,11,43,110001,111010,001011,11-0--,3,0.5,True
749,11,44,110001,110101,000100,110-01,5,0.8333333333333334,True
750,11,45,110001,101010,011011,1--0--,2,0.3333333333333333,True
751,11,46,110001,010101,100100,-10-01,4,0.6666666666666666,True
752,11,47,110001,101011,011010,1--0-1,3,0.5,True
753,11,48,110001,010111,100110,-10--1,3,0.5,True
754,11,49,110001,101110,011111,1-----,1,0.16666666666666666,True
755,11,50,110001,011101,101100,-1--01,3,0.5,True
756,11,51,110001,111011,001010,11-0-1,4,0.6666666666666666,True
757,11,52,110001,110110,000111,110---,3,0.5,True
758,11,53,110001,101101,011100,1---01,3,0.5,True
759,11,54,110001,011011,101010,-1-0-1,3,0.5,True
760,11,55,110001,110111,000110,110--1,4,0.6666666666666666,True
761,11,56,110001,101111,011110,1----1,2,0.3333333333333333,True
762,11,57,110001,011111,101110,-1---1,2,0.3333333333333333,True
763,11,58,110001,111111,001110,11---1,3,0.5,True
764,11,59,110001,111110,001111,11----,2,0.3333333333333333,True
765,11,60,110001,111100,001101,11--0-,3,0.5,True
766,11,61,110001,111000,001001,11-00-,4,0.6666666666666666,True
767,11,62,110001,110000,000001,11000-,5,0.8333333333333334,True
